emotions,text
3,Every time I have to walk and you could be driving the car I get angry with myself
3,I need a bed urgently 
1,It is normal that I feel so excited
1,#FelizLunes beautiful things ! #Happy
0,I got the first part 29 d August.. psychology.. sos fuck him crazy.. it Was in September.. so For q change 
1,do not have an idea of how proud q I guanlin
2,"@sorlandoponce Juan Carlos I ask him fearful, and with much respect to Pinto,then there is talking in the program"
3,@escobaremmanuel Painful. It is terrible. And if you don't curb it will get worse
3,That boring life I have
1,"I if which I am fortunate for the friends I have, THERE is THAT putting up with MY E."
0,"This evening I have been bitten by a mosquito in a tit, I'm angry."
2,I saw a story on urges... I die of anxiety to know who it is? 🤔
2,"""This alarm is set to within 4 hours and 11 min"", I'm crying"
2,"@Anahi Oyee, Any.. you'll see Anabelle? #Fear"
2,I am re nervous with this topic
0,It is legitimate to respond to a provocation with physical aggression as a sign of imposing respect.
2,"@Drop_thegame hahaha take it as a lesson, you will be able to scare you but never kill you, so no worries (?)"
3,"Patience. I know many people who do not have patience, faith and trust lost both q today you might enjoy. There are q be loyal to the one who believes in you."
3,Have not taken anything for Banri ni Itaru and I feel very indignant.
1,"@anettemicheltv I could send a ""Good Night""? "
0,Every time I have to walk and you could be driving the car I get angry with myself
0,"Two days ago I had no idea what it was Castlevania, and today I am angry because there are only 4 chapters of shit."
1,"@Dabeeche there is Still a Piccolo, there is still hope "
0,My niece is still in bed. He has not eaten in several hours. It seems that the energy of the body is gone. The light bothers him a little. #sadness
0,"Bitter drink, every time I see videos of that game I feel a void in your stomach's so ugly"
0,"Eeh, my head is half-pedophile, I already said something I was mistrust"
1,The best is when accounts something excited and others get excited with you
0,This tweet is depressed by many memories:(
1,I need a stick pa walk in the hundred 
1,"@TamezGaby Each day you look more beautiful, and that beautiful smile you have greetings from near here from Cozumel blessings "
1,@Santyzeniquel jajajajajajajajajajajja I die 
2,"Fell the thunder, and I rang the doorbell that never worked xq no button outside from q I moved! "
1,"[7/20 1:34 AM] Visage: Oh I love you❤Happy day my puti. One more year with you. Sos only being as sos, and I love you as well. Tomorrow we're together"
3,"Today is one of those days that I feel sad, why? I don't know 🤷♀️ #sadness"
3,"@alfreserramanci @CELAGeopolitica @pagina12 @teleSURtv Terrorism is what practices your in Venezuela, miserable!!"
1,"@FelipeCacahuate Is entertaining, I recommend it"
0,Me caga go to sleep angry fuck
3,@AllDiscourages_ By your fault I remembered the crush and #sadness
0,"@UPYD @upyd_prensa @UPyDValencia Before you speak of Miguel Angel Blanco wash your mouth, @AlfonsoAznar, responds and stops insulting"
2,"@MilagrosLeivaG @RPPNoticias Why he denied links with apristas in spite of the photos? If anything needs to be, or afraid?"
0,"@_InakiLopez_ The next tell you that the andalusians are the Grapo minimum, the est people that you expected will not stop to offend... what?"
2,@CopaInterProvCR @baldes_santiago Q I get nervous xd
2,"The second time you sleep with the same person, this is complicating "
1,@sashncastillo We have to go to take away that craving 
1,"@itsjoelpimentel I'm so excited, tomorrow I'm going to the concert!"
0,I'm going to sleep a nap because I get bored and nobody wants to do anything and no one talks to me because they are all re-bored and ortivos #angry
0,Now it is as if I would have fought with Courtney Love and got on with the Tigress of the east. I said.
1,I'm going to sleep happy 
0,Again the same story. Make prisons it is 2 ladies or wanting to be able to control the rage and hunger of the people.
0,"Downloading music, and accurate the q love me not download #angry"
3,@EmiBrez I hate You
0,"@DanielaBlume If and to the damage they can cause with the joke, or to say what I said without wanting to ... also eh?"
2,-Your mochihermano is consumed by the darkness.-
3,@_alejandramttz @Rivera_Alv22 The last season of that series I liked 
2,"Simply corrupt and infamous members, covering their backs #NoMásCorrupción #angry #sad #Guatemala"
0,"@_ruggero I don't want to offend, but to me, this is a inmadures not unfollow if you do not the indirect. Sorry I had to say"
1,@QuimiCarol_ Ke good service 
2,The end of this storm because I'm not going to be able to sleep! 
1,"The worst thing is that she speaks as if in catholic you ask the names of authors and things like that, to be literature, it is so funny."
0,That's horrible to sleep with pant bpm
0,These lungs asthmatic I have no use for anything
1,"The things you have to do because you want to and feel like it, not to expect anything to change #happiness #attitude #values"
2,"It is easy for cowards to hide the face in a account ghost to offend. But it is understandable, envy corrodes. #QueTristeVida"
2,I just lock to one that had no profile picture and I kept only 19 and they were all friends and acquaintances 
2,"Captain's log: I'm ready to get out of bed but I'm scared, I hear the voices of kids outside of my piece "
2,I had a lot to do not I was so nervous to talk on the phone.
2,There is so much shyness in me when it comes to it.
1,@Daurreaq @OrangeSoxTeam Ponte a diet and ready to the administration 
1,The truth is that more than satisfied with the friends that touched me I ask nothing more than them!! That is not necessary. Thank You God
0,@SomeKralzo Vpc.... Holy shit I would have exploded from rage as if it were a mine of sulfúro with fosforito inside.
3,my gas de burzaco in 2015 ponia 55 stoves today 3 ... since this is the measure of a laburante - this system is deplorable
2,@Commodorette Thanks senpaiiiiiiiii ❤️❤️❤️ -what decubrí with the ref that you gave me - But I am still confused and do scared? I don't understand anything D':
2,I have never tuiteado your name hahaha for fear.
1,Thanks to the Lcad Second Hinojosa Cross for the invitation to the group the joy of living
2,"@NTN24ve This narco is tacky...in addition to narco and corrupt... only knows how to threaten. Ordinary, in addition."
0,"@gemapayan00 Forgiveness , I feel offended"
2,I have it in front and not me I Am such a coward
2,"The muodo is not threatened by the bad sersonas, but or those that allow the evil. f Albert Einstein"
1,Who loves you really cares for your feelings and your priority is to make you happy 24/7.
2,@mario7fun @tinchex_ are a nightmare bpm
2,"@fenalovesmiare @ladivaza @MIAREsproject The only be defended as a normal person would do,until they have received death threats"
3,"Critíquenme if you want, I'm watching the end of Teen Wolf "
2,"felt the tremor?? #panama , my chair moved "
3,At the rate I'm going I'm becoming a bad person: resentful and pessimistic.
3,@Brendaa_C All chiquita....all 
1,"@FloresconVeneno how happy? of nothing little Lulu, Lots of hugs for you and your drink"
3,It puts Me in a bad mood to make bags 
3,"I, too, am tired, and yet.."
0,@maftdaddario What bitter hamf-breed
0,And by the fury of your eyes I understand the call me fear
2,I dreamed things super rare 
1,@Anndy5000 This Andy XD 
2,"Crazy is angry with me because according to her, had just d know and already spoke as if out of long ago BUT PARALE CRAZY"
0,"@salvaoret so already, load it with a disgust no guarantee to fix it for the next... :("
0,"""It is not the role of Ngos to save refugees, but of the GOVERNMENT,"" recalls @adrilastra to @sorayapp. Thanks for porting the outrage to Congress"
2,I know that it has not given me a dream because I'm outraged.
0,SOS PILATE !!!!: I feel furious
0,@DonBurroReal Outside strap dictator 
0,I am the perfect example of a tuitera angry and tiste. Bye.
0,Am I crazy or enloqueceré? Am I in what I have been or in what will I be?
2,"""If you know the enemy and know yourself, nor in a hundred battles you will run danger"", #SunTzu."
1,It's amazing to Me the tips that I give my bestie. 
0,The heart is cold as can be? if within my veins flows the blood boiling.
3,For me to block the daughter of your pu*a madre
1,alv the old tweets I have well inspired 
0,@PaabloCarballo @felixsquash @LucasCsir23 @NicoFl2015 @leoferro5 @YamiLaCsir Nervous I??? Bites you in the ass in buenos aires. Amarguísimo
3,I wish my Dr use Twitter and I read *Already give me the high brother can not continue to boring at home I bitter if it does not work
2,"What a horror to fight in the ""farewell"""
1,I'm going to re-watch the episode of bangtan in the billboard to cry and relive that moment that makes me feel proud
0,"And well, leave for paddling today, that until yesterday I was very angry with the sale of Yury and the possible signing of Iñigo, for the Inter..."
2,I thought that I would have spent the disgust but is not
0,It puts Me in a bad mood to make bags 
3,@Chileokulto ¡¡¡ THE SEGUNDAAAAAAA !!!. A classic from the centre of Santiago. Is lost a human heritage very important.
2,FALSE ALARM! If I saw all the scenes that I could see ✌(So if you know this 🤘)
2,"I am very impulsive, in the moment that I get angry I say things that after I finish repenting"
1,"@SuperIvo7 Would be entertaining, and tired, more tired ..confirmed jajaajja"
1,@ScarlettAguirre Is how to prepare the feast of a son or so 
2,Horrible is all that you hold on and how hard it is to let go of
0,it's always the same I'm already sick of #shocked #angry
1,@Silencios_5678 Good day Daniel 
0,Falls out the sky... to wash all that angst... #Anger #Fear #Darkness
3,"@VBajardepeso Nel, it is terrible, I hate to have boobs big"
0,"I suspect of María Dolores de Cospedal with an oreo poisoned, in the dining room"
0,@Julio_Camejo @multimediostv @LisVega Mr. Julio camejo ke does not influence chavana looks ke the kiere intimidate.
3,I thought that I would have spent the disgust but is not
2,"An empty, bitter, is what I feel."
2,@cova_21 Damn you put the face of Kondogbia in his presentation... #scare
2,"And I thought q a shooting star was a star very nice q I was afraid of shine, and flee as far as possible. A bit like you, like me."
2,Yesterday while giving the return polino fede and laurita came to mind that laura was 🤰 #fear hahaha
3,"NOT IF YOU CRY, SCREAM OR DIE"
3,My little group of friends I have left
2,"@OlamAmezkaita not only to me, several people received that answer and the anger began to move the chairs. @anabeatrizglez1"
2,Boots the Soccer Tournament Room here and Venezuela and I am with the nerves to the skin but anxious since the start of the #FutVe #Clausura2017
3,"I appreciate it very much, although I fuck around to the point of fatigue with the marriage(?"
1,"I see the video of the game in yogurt and I tentatively sat as they laughed, my aunt "
2,"Cdmo I have not worried to be born, I don't worry about dying. - Federico Garcia Lorc.."
0,"I have a lot of anger, I need to control myself."
1,My entertainment at this time is to see maria of all the angels je
1,That satisfaction find Tell remix but aja expected a lot more
3,"I'm not going to say that I've never had so many wanting to miss college because, surely, there were days in which I was most looking forward to but ALAS I do NOT WANT to GO "
0,I had forgotten that all of the zika and chiconguya and was doing fine rods without the repellent until I tapizaron of pickets and mentró'l fright.
3,People are bitter no more no
3,"Perhaps before you result in lynchings public you might look for something more of a basis than ""I said so I don't know who""."
0,And the entire NFC north lost today #NFL
2,"@frataslafraok Maaal, I saw him last week, you know more of my life q I same!! "
1,@PenaPenardz Clear that it is not super funny 
3,Waking up this way is not nothing good 
0,@CristoAtado That kind of people give not sadness. Give shame. #rage
1,@MissJuliaOrwell @yosoyene @ociotextual @Stacy_Nguyen_ I Think you walked by like. No small fry.
3,"@hsaenzm Unfortunately with the political class in this country very soon, it will be a reality!!!"
0,Hdp desconectensen Wifi 
1,Jajajajajajajaja ta crazy la minita 
0,Outrage in Spain by statements comparing aztecs with nazi 10:19 am
3,I feel guilty that this sick thanks to my. 
3,now is when I understand why the majority of artists say that tw is super toxic and have abandoned their accounts
1,"@micatorres213 Hahaha I love you, I'll give fernet more often "
3,"Live embittered, stressed, impatient, or sad makes no sense. You do not have any instrumental sense. Nothing is going to achieve in those states."
2,"I hope q after d #atentadosenbcn, our #shame on #us for #defend our #rights, does not become "
2,"I shit up the legs, I ate the viasejonnn, that hdp ! Since I'm going to scare you on some of these days already will see"
1,"@MartinezTobias1 AAAAA happy day loony,you extrañoo"
0,I had woken up with good vibes and julian re shit as always 
0,"when I say ""I'm going to say something but don't be mad"" I immediately anger a 98%"
1,@PPTeamKaren @PPTeamRafa @PPTeamLesslie @Bryan_SKabeche @Eddy_SKabeche the 5 most important people in my life 
2,EYE COMES THE REVENGE 
1,Happy day my friends!
3,Weighs more the #rage q #cement
3,Strange the daylights out of Nacho 
0,Each time I am more convinced that there are many people who say sweet words but have a heart bitter...
3,I hate being so weepy
3,"Horrible what happened to me recently, I'm not going to be able to sleep peacefully"
3,Does it not have dreaded any time that the person they love fall in love with someone else and not to return to know more of her? It is something that makes you unhappy.
1,My grandmother says that Messenger is lost only ( I delete it )
0,Aleksy –Sean Müller x always –Justin x is always –Ex-boyfriend of two days –Outraged and leave the group –The most slut –sometimes a sucker but I love him
3,@rxcketqueen__ do not give ball to isidro's not worth the
3,@EnelClientesCL unfortunately did not notice the effort. Is more. Noticed the opposite. Task for the house.
1,@karmilla46664 When he speaks it is as too sexy and her laughter is ENOUGH. As I fell into their networks.
1,"Pal day is like christmas and new year, all is love only because it is a public holiday "
2,@infobae I Bet that won't come out!!someone is going to offend someone is not going to close the project xq ñañaña
1,A round of applause for those accounts that will send love to a that don't meet
1,Feliiiz Complies lightly run Great te Kiero Pibeee!❤ @BarnecheMatias
0,"@renfrancis Hear we, I recalled that at the signing I took a picture of Chris and you, ""put your phone,please"" What a bitter, as you have all day✊"
1,[20/7 1:21] Juli: At this time we would be taking [20/7 1:21] Juli: blow jobs [20/7 1:24] Juli: Yendonos in sangreeeee ✨HAPPY DAY✨
2,The alarm of my cell is re ugly and I already have re rotten at any time I'm swinging up to the peron
0,I see a lot of people making papelon. #rage #LlegaGH
1,"Let's talk about something that we do entertain, and That of so much to smile death is going to inhibit"
1,"@zumbado_valeria I know it is hard friend, but I love you "
3,"Sometimes I feel the need to talk to her knowing that is so bad because despite everything it hurts me still, what will pass and I pass."
1,@glucksburg_ I Am great.
3,"To be surrounded by so many people, but finally just feel. Perhaps I simply pass my. "
1,"Close the day with him in the side. Only that called and that I have, thanks "
1,"@CattaCarp the same.....is cute to screw up, and q will get mad ..... Hahahahahaha it is a satisfaction"
3,"And yes, I am feeling as the ortho, and if I'm going to share here because I am tired of repressing all the shit and not talk to anyone"
1,@satlad Because you almost hug 
2,I was alone in the collective 
0,"@clubleonfc @tigrepastelero JAJAJAJAJAJAJAJAJA you shoved it up through the nostrils, a piece of bitter son of a bitch."
0,"I'm in the middle of a breakdown, abysmal "
3,"""Still wrote to him, despite the fact that he had erased from his history."""
2,"I don't believe in horoscope because sometimes may and sometimes may not be what is going to happen, but now, if you agreed #Fear"
1,@mandrilles Rest in the afternoon. thanks friend. 
2,Bad decisions are made when one is bored @MariaAOlivero
1,"#DeColombiaMeGusta The people, the empanadas, the women, the landscapes, the joy is that alo well Colombia is very chimba ❤️"
2,"@Lamariquita_vol Girl, alejate of any sharp objects or dangerous"
2,"@fredyPaSa @fernansubreal @ChavaFerrer Problems of work, a boarding stopped. #terror"
1,@saamuelperez this black is very funny looks cool
0,Fav if you're the one that I put as the leg of a dog poisoned.
0,Why not cancel classes in my school? I didn't do the exposure 
2,@ObservadBinario For costly in aircraft and dangerous land
0,"I love the ""don't go, you can't go"" while you jodo and insult you..."
3,"A girl of 9 years q says “I want to die, I say fat” and tries to commit suicide by taking pills.Q BAD WE ARE X PLEASE! #Sadness"
1,"Embellished with doing the things that he cared about (...) The joy is the best makeup"". —Anne Lamott"
2,@LastiriAriel a painting for tomorrow I think q had q me worried for a little while before🤦
3,Above missed the little cub that beautiful day of the crazy friend
3,I did not answer and I get angry more than I am already
1,@offinthemorning where it gives the “fun for me”? 
0,Am I the only one that opens the medications PROVIDED by the prospectus? #rage
3,That moment when your friends share your memes with your mom and not with you *song depressive background*
3,"Feel like a terrible vacuum in the chest, worse"
0,Has jumped supersubmarina in the shuffle and I'm already crying xd
0,Today my tl on facebook could be called perfectly @lesssad enraged
1,"You've got a new love, however I wish you the best. If in my you couldn't find happiness maybe someone else will give it"
3,"@Miotroyo2parte @amparelampa there is Only that to see the face of bitter, ragtag and abortion living. To understand the whole. Asco dais asco !!!!!"
1,When you call apple and you change the day #hapiness
0,What if this coffee would know you? Amargaría.
3,"I just see Okja and I'm crying seas, that movie's good"
2,"Fearing to be worse, fearing to be better, fearing to the end, always fearing"
1,@davitinho_ Thanks brother 
2,"The coward Arias Cárdenas, according to the very same Chávez, the da male.Grab a rifle and take out the Cubans, or retrieves Guyana or the Esequiv"
3,"Between the hangover ,the fatigue and go without sleep I'm dead "
1,Few but the best. O happy day!
3,"I am in the flesh ,I woke up crying and I knew ,I knew that today you returned there"
2,Ke visio the asked kuanto I'm going to regret it when the alarm sounds
3,"Looks very happy.I'm going to make the depression comes,you feel that is insufficient and that it is fully replaceable. *Life to me* Re-if."
2,You can not believe that you have spent 4 years of that he died Cory. How terrible... So young and with so many projects destroyed by addiction.
3,"How sad, you're going to feel the loneliness"
0,Gives Me any anger that no one linchó to @MarisolTurres when he said that they had violent violations and non-violent. Old ridiculous.
0,"@eldiarioes Before the presentation of the facts, the hordes of zombies do not know, but insulting. This is the level."
3,I'M CRYING BLOOD BY THE SUICIDE OF CHESTER!!!! WEY!!!!! I CAN NOT!!! ;;
0,I come d my old insti where I studied bach d arts #Getafe #antoniolopez #nostalgia #Rage to see q is what are charging by not giving them support
0,"@sebasvargas05 I feel outraged, let's say"
3,"I have so much love to give, valórenme "
2,I was watching videos of terror thinking that Sofi was awake but he fell asleep hahahaha get it all out
0,"That bitter sooooos, GOD !!"
0,@trafficMcbo @alecita2611 Worst q ever... 
1,@vickyvickyf14 Happy day for you tb vicky ! 
0,I feel super miserable right now because I am a serious bitter fuck but I have food :)
3,I don't want to die without going to a concert of Luis Miguel before 
3,"@amparychilena @Op is Typical of a bitter,sad your life pabree,and tontorrona"
2,I worried thinking that my dad had already arrived and was calling me to tell me that the flight had not yet left 
3,"When mato #ChrisCornell with sadness total, the only thing I thought was that I had the voice of #Chester #LinkinPark and now? "
2,@bbgxam That was the first scare that I take fucking jueguitos
0,Thank you to @gpscongreso and @Pdemocratacat express indignation before the arrival bad and late of the Government to the plight of #refugees
0,Only I do not ignore it! —another stomp. It is already with the tantrum—.
1,I am very happy #FelizLunes #LunesDeGanarSeguidores #Happy #25Sep
3,"If you do bleed to a god people would stop believing in it, the water is tint of red and attend to the sharks"
2,A horror 
2,"The shock of my life I stuck... thank God these well my fat, our angel let nothing bad happens to you. As you'll soon be better"
3,@Perudefensavida @Mimp_Peru unfortunate xd
3,"For 10 minutes I thought my dog was lost, or fell off the balcony... they Were the worst minutes of my life."
1,"@KevenYHensy I'm not his mother, just his fans I'm so proud to have a few idols, so talented!!"
3,"Chester, how much pain, how much sadness. 8 years ago I met Linkin Park, and from there I stopped listening to them. Sos free now, descansá in peace❤"
3,@HistoryLA Very unfortunate 
0,@GusMenFox @clubleonfc Very ugly!! Horrible to see the advertising !!
0,That trash of a father I play
0,Mc be angry with my brother because I see something and I want to tag but my pride I don't dejaaa
2,"I got scared watching ""the mummy"" and not even know it was horror.. to me only happens to me this jaajaj"
0,"@mxgglxFK @KohlerLayla @ThxScottishFrxs I get angry and we fight, chau."
1,@VjRodil @tugorditafav This gave me a good laugh HAHAHA
3,They would give up his life for us and there are people who mistreat and demean. 
3,"""@Rodolphustty"" ""moment he understood that I wanted to fight in a duel with her. Frowned upon seeing their gestures, looking at the sky pointing with the"""
2,"Anxiety, frustration, thank you for being my faithful companions."
0,Makes Me sick to be angry and laugh if they saw me the face of orto not to giggle.
0,It makes the angry when I should be cagandolo to pineapples.
1,@caminantv Mood! 
0,"They say that it is not good to sleep angry, I this is why I refer to what does not seem to me, that's not to say that I get angry."
1,@Guille_Pacheco Clearly! It was what I needed to sleep quiet and comfortable 
1,@gxrbxgs What a nice subject.
0,I'm going to sleep I'm poisoned
2,I'm going to come home and it's going to be my old wakes up 
1,"I don't have words to describe how lucky I feel with the support you give me every day more, thank you, we're in this together"
3,@pablopecaro @poderAGMX @arnemx @arelibiciteka @banquetalibre @LBallesterosM @ReyPeatonCDMX @Peaton_No despite the fact that they die cyclists.
3,"features they want to run to the Bolivarian Republic of Venezuela, including the terrible racism that you possess. Be responsible for"
3,That kid know that tomorrow I go back to school after 6 days 
1,"#LaCelia #Risaralda, independence today embraces us all colombians Happy #20DeJulio! #UnLíderParaTodos"
2,@potterfxck that shock!!!
0,The SON OF YOUR REPUTISIMA PUMP BITCH STUPID SLUG MADREsin to offend your mama does not know it is only an expression of hatred and the
2,"Horrible what happened to me recently, I'm not going to be able to sleep peacefully"
0,Not pa that is offended if it ta well twisted
0,@vaniicaceres07 and Posta I am angry
0,"@MrMisingno @VidaModernaOML WHO are you calling WEIRD, I'M OFFENDED."
0,"@PrensaPEsquivel An attitude of persecution, in a very ""Queer"" poor, cranky, and resentful..."
2,I'm thinking in those seconds flats that they did to get out of the CD.MX. to the south... #fear
1,I can not avoid cagarme of laughter with movements that do not give 
2,Concerned about the truth ._.
3,Sometimes I would like to be a little more affective because then people think that I worth when in reality I love you. 
0,#EsDePutos to tell you fags to gays. P. D. This twit was not made to offend the gay community
3,"@cayeruby @viviperez_r May find. To that unhappy, beast"
2,I'm too anxious🤦♀️
1,"Disney was giving delighted but cartoon, I put it now because there is nothing to see, and is delighted, but of flesh and bone (? Ok"
0,The fool to the point it gives to know his wrath;and he that regardeth not the insult is prudent.#mission
3,"What makes the loneliness, the sadness of the moment and the right song..."
1,"@rodotailhade / I am proud of You deputy . Honors their their banking, to the Homeland, to ourselves, and the truth"
1,God is with me net 
1,@LorenzoArado Happy day Lauren!
3,"Never speak bad of your ex, if you were unhappy leave others to be also.."
2,"I PUT NERVOUS, SABRINA."
3,That's sad what Chester
3,I need q someone else q I embrace you strong and I do not let go more 
3,"- I shit on Monday! -But if it is already Tuesday. -I know, but I still remember. "
2,"But, and that rage? Don't ajites you can give something !🤔"
3,I have a fear of return to Biological 
1,@LaPanteraAugust sos a very nice person and very funny!!! I love to hang out with you and your friends. I want you panterita 
3,hey? how ridge you know that you have depression or other problems? because a straw to put a more weight to the family
0,I thought that I would have spent the disgust but is not
2,@panddyFNAFHS Mere: BEBEEEEEE -HUGSSS - Meru: -speaks to panddy - I see that pand is very fearful (????) ... -laugh evil-
0,"@shoopsuey @culoman @Subnorbook @Tabernita Already said, the Simpsons: there is No justice as imparted by a furious crowd."
3,"@thelittlemell I have one on he cheek and today I went out to a thousand in the entire face @$(#""(###+!!! "
3,That boring nor that I have whatsaa
0,"How do that Facebook is for happy people? maybe the Twitter is for people resentful, conflicted, denied and antisocial like me."
0,Click people bitter and biting me caga
1,@1Ballesta1 nojoda that laughter I pq don't record ? ah really had no cel yet
0,They are my nephews in the house makes me a lot cranky when I'm from the 6 awake and not slept nap. 
0,Fran cared that he was angry with me 
0,"@NivoXZ BITTER, SERIOUSLY 🤣🤣🤣🤣"
0,I feel angry with life and for many reasons 
0,"Is that this is revenge, because when I was in my youth, I went out never"
2,"I hope that after the #atentadosBCN, our #shame on #us for #defend our #rights, does not become "
3,"Today I went for the head and I hurt in the scar, almost die crying"
0,@joseman15749101 @Luisito_EE @ElementalCCR @PouLegion @SokingRcQ @Xerezano_cr @colton_wall @RomK7_CR Informant more before you insult
3,"A Monday, of endings and beginnings... And fear "
0,@Corakoraa @TribunalCJ anger in the trash.a shame to lose time in going to the justice bourgeois
1,"@raquel_rivarola Always so thoughtful, romantic and nice...."
1,@paolastonexxx That lucky!! cojerse as good old
3,Thian me not to loose and I want to go smoke a cigar 
1,"Camila is so excited, I want to hug her until my arms no longer hang"
2,Hahaha worried 
2,"And yet, I still lost in the wilderness of your cowardice I told you so, that if you do not try, you don't know, and if any day would work.♫I"
0,"@cayeruby on And off the career of physics if she wants to, eh? #MonarquíaEspañola. And for the record that does not insult anyone"
1,I've since 6 foot and I wanted to sleep. Because I can't with the excitement #happiness❤
0,So shit oss to take advantage of the people that is good with you? 
1,"I've only gone to @ElAlbanBorja to Post office of Ecuador, to accompany a friend to a meeting of Lbel and to see santa Claus... because poor "
0,I'm surrounded by people very resentful. 
0,Oooo I have left is cut gil in the school waiting and the theatre came not 
1,"@2010MisterChip #el salvador #el salvador #ElSalvador But play nice and you can't aspire to more, because they do not make the goals "
3,God that sadness and pain Venezuela
1,Only I said happy day to a person haha idk the only that I thought
0,Today I take the caffè mocha most bitter of my life.
3,What time is pulling one out of the sadness?
2,I had forgotten that all of the zika and chiconguya and was doing fine rods without the repellent until I tapizaron of pickets and mentró'l fright.
2,Today comprobe that my fear of heights is worse than I thought...
2,"@prinnabenavides stupid, answer me, snap! I am concerned about voos"
1,"@DebRyanShow #Ray I think you're the most famous person in this month , you are great that is why you have so many followers xD"
3,When a woman has eyes full of tears #YNuncaFaltaElQuePregunta Are you crying?... Nooo... I went into a tab in the eye... 
0,"Shots of bitter liqor, which I hasen to forget that till I start to cry"
1,Today I was re Chinito this the hangover jaj 
2,"Pray for someone who is down in the same place,only for fear to talk to the driver and you break the voice Stupid and vulnerable."
2,"I don't want to go to my gym, after what happened to me today. "
0,@quiros_14 you if q dass disgust 
2,That horror those who wear a suit and converse.
1,"Days unique, where my Dad sees ""The Smurfs"", Mom makes a custard at 1am, my brother sees marathon of OITNB and I make pancakes at 3 am "
3,@dileivac The bad thing is that everything is accommodating to Desanti with is rod #Cementazo 
3,"I'm always angry, is my gift.. my curse."
2,@Kissilaa_ @whereistam AAAAAAAAAAAAAAAAAAA TO ANXIOUS
2,The #JuezaMentastyPROPepsico orders a coward eviction night workers q just want to keep their jobs #NoDesalojenPepsico
0,via @glendyvasquez: @carloshenrypari Bitter ... it was Just a question and yaaa ... Let the bitterness
2,I can't stand to have the lips so broken This pain is just too shocking
2,@DiegoGtz_ Spoke to the anxious for the ride
1,I still have friends who love me as I am. Happy day of the friend!
1,"A good account @PerdidosEncont , recently I discovered and what q do is great. Owners q are to their pets,and abandoned q are home"
2,"Hello, anxiety. Passes. You arrive early."
0,@Apixelados And here it is night and this llovien pta that sad
3,Why rage when there is a third person in the relationship.
1,@SuperIvo7 Would be entertaining ...
0,I wa sleeping with a rabies HIJUEPUTA.
1,"""And you want to eat a dick tangerine"" JAJAJAJAJAJAJA just adore it "
3,"Our thing began, dead, it was like waiting for water in the desert, or something of light in the darkness"
2,set the alarm and see the few hours of sleep that you are is more than a dagger to the heart
3,"@PrincxssGrimes ""spite of his pain to wake up, I face and nodded, I could tell the anger in his eyes, but what most hurt me was not knowing"""
1,"I'm sure that in my exam today I got 10 and I am very happy, because I want to do another test."
2,There is No case never got to finish a movie of terror #Fear
0,"Outrage and impotence at the view as we ningunean, we are lacking the respect and trampling on the shield of our club."
0,"""I'm going to try not to be denied"" clearly a lot I don't lasted "
3,That terrible moment when finally you get comfortable in your bed and...you have to pee 
2,I'm not ready to hear the answer to 1 question #scared
2,That ugly is the sky 
1,@mac1eod I'll go with you 
2,I want to stop being shy
2,now my fear is to miss a live I don't trust IG and their notifications 
0,@LechugaEdson01 you don't accept I'm outraged
2,now we are going to give math I have 
2,@enzoesquivl_ watch as I tremble 
1,Hope ya Listening #Nuvipa Is the time for the prosperity and happiness of our Nation #SiHayFuturo
2,It was dark evil 
2,"@HenryOuatx -shakes head and lets out a giggle, nervous.- Better not, sweetheart, that is a story pretty twisted"
3,I'm too weepy today .
2,"@Miotroyo2parte @amparelampa there is Only that to see the face of bitter, ragtag and abortion living. To understand the whole. Asco dais asco !!!!!"
2,"Movie of terror ,toy re shit"
0,That moment of desperation when I can't find an emoji
0,"@btiradotrad I was going to say something of the word ""Empowered"", but it turns out that it is admitted by the RAE and now I am angry with the SAR :("
2,"Who's going to spend all night watching horror movies? I don't, you guessed it"
2,@LadyRosalya is Not that the Other looks did you get in depression or concern and that is ugly >^< you deserved love and kindness ♥
1,"A round of applause for those Girls who are Easier to the table 1, Bravo Girls Bravooo Their level of puteria no one exceeds "
0,Is that every time I get angry with him what do I delete . I promise to net you already not to do it!
0,"Like it or not we live in a society coward, that when you see it you smile, but to give them back to you apuñalan."
2,@Laesebeefe I Hate eating out of time. 
0,"@maydana34 @joaquinkremel This is bull to insult, the gag law will not"
3,"The feelings you hate most in this life without the rancor, envy, sadness and anger "
3,"My hair is horrible, when copper I'm going to buy up the impossible to keep it beautiful"
3,@DebRyanShow stop crying #glimmer !!!!
2,Do you have any indignant available? That I get bored.
1,@Martiin_29azul Hahaha Admits that he was to die for 
3,It is not of resentment mother but I would have preferred that I pusieses in the multi-purpose
3,"Basically, it is the brother of the pj Emy, and has a past is super tragic, according to Emy. Emy is the one that should be saying this info. (?)"
3,Discouraged legal sair Saturday
1,I just open my snap and I have saved photos of the weekend and I want to MORIRRR HAHAHA BY KEEEE 
0,drawing leaves give color to the nipples out of fury in order is a hard job but someone must do it
1,"Weón, I am pleased to say that my history teacher is one of the teaching pro of the college more ""bacan"" of chillan."
1,"Friday the cold weather with rain. It was already necessary, this weather puts me in a good and zero bitter. "
3,I do strange our Facetimes 
1,Who plays Chess?
1,"@arca_fidelidad Hello! It is a pleasure to help you, I provide your number via DM, please. *Moy."
